0.000000e+00	0.000000e+00	3.961214e+03	1.339526e+04 6.593662e+03 4.314359e+03 3.223752e+03 2.503392e+03 2.084686e+03 1.790829e+03 1.532971e+03 1.351797e+03 1.207458e+03 1.097599e+03 9.872979e+02 9.134288e+02 8.545092e+02 7.749983e+02 7.494712e+02 6.812765e+02 6.424398e+02 6.126445e+02 5.719305e+02 5.535436e+02 5.139653e+02 4.929532e+02 4.771108e+02 4.406948e+02 4.428844e+02 4.110944e+02 4.066108e+02 3.778839e+02
0.000000e+00	1.000000e-01	3.833158e+03	1.361290e+04 6.634208e+03 4.359883e+03 3.210555e+03 2.544633e+03 2.080927e+03 1.765430e+03 1.532814e+03 1.342167e+03 1.201532e+03 1.086678e+03 9.991003e+02 8.823224e+02 8.396262e+02 7.598734e+02 7.195803e+02 6.585093e+02 6.417235e+02 5.891883e+02 5.613712e+02 5.216689e+02 5.041436e+02 4.824835e+02 4.534167e+02 4.444264e+02 4.103134e+02 4.019801e+02 3.824084e+02 3.766344e+02
0.000000e+00	2.000000e-01	3.711929e+03	1.381230e+04 6.734477e+03 4.382378e+03 3.253635e+03 2.521990e+03 2.065703e+03 1.773579e+03 1.532835e+03 1.336622e+03 1.185581e+03 1.068537e+03 9.683947e+02 8.743550e+02 8.085898e+02 7.626384e+02 6.981320e+02 6.509369e+02 6.148179e+02 5.814215e+02 5.392031e+02 5.102775e+02 4.913380e+02 4.776130e+02 4.390318e+02 4.131200e+02 4.099734e+02 3.811022e+02 3.705134e+02 3.414000e+02
0.000000e+00	3.000000e-01	3.604608e+03	1.404701e+04 6.798619e+03 4.441547e+03 3.224586e+03 2.523274e+03 2.063041e+03 1.742872e+03 1.509992e+03 1.334804e+03 1.169642e+03 1.050399e+03 9.508500e+02 8.698713e+02 8.052750e+02 7.298453e+02 6.930296e+02 6.444968e+02 5.922720e+02 5.522707e+02 5.331739e+02 5.109510e+02 4.634645e+02 4.557373e+02 4.287406e+02 4.021957e+02 3.844030e+02 3.773743e+02 3.606438e+02 3.401157e+02
0.000000e+00	4.000000e-01	3.519766e+03	1.422054e+04 6.872213e+03 4.433556e+03 3.245169e+03 2.529315e+03 2.054216e+03 1.745345e+03 1.497376e+03 1.300465e+03 1.170490e+03 1.028481e+03 9.481529e+02 8.544838e+02 7.955843e+02 7.204373e+02 6.728487e+02 6.172705e+02 5.907594e+02 5.473645e+02 5.333195e+02 4.810086e+02 4.740961e+02 4.452843e+02 4.084251e+02 3.963047e+02 3.804335e+02 3.570595e+02 3.485903e+02 3.319144e+02
0.000000e+00	5.000000e-01	3.439381e+03	1.439936e+04 6.910708e+03 4.450455e+03 3.231315e+03 2.543327e+03 2.086034e+03 1.723360e+03 1.502279e+03 1.303216e+03 1.146449e+03 1.024485e+03 9.166768e+02 8.536441e+02 7.806845e+02 7.126823e+02 6.711684e+02 6.225665e+02 5.589721e+02 5.331252e+02 5.037983e+02 4.700451e+02 4.548309e+02 4.332373e+02 4.153357e+02 3.936838e+02 3.602425e+02 3.524422e+02 3.349705e+02 3.114053e+02
0.000000e+00	6.000000e-01	3.359232e+03	1.461534e+04 6.979478e+03 4.493428e+03 3.249965e+03 2.535271e+03 2.050343e+03 1.711591e+03 1.471185e+03 1.273815e+03 1.140769e+03 1.011862e+03 9.149669e+02 8.397685e+02 7.628854e+02 6.916087e+02 6.369277e+02 6.061114e+02 5.650308e+02 5.257537e+02 4.909712e+02 4.617994e+02 4.230095e+02 4.183911e+02 4.001514e+02 3.833974e+02 3.585531e+02 3.459563e+02 3.226898e+02 3.194857e+02
0.000000e+00	7.000000e-01	3.297638e+03	1.477358e+04 7.026373e+03 4.488407e+03 3.247700e+03 2.525542e+03 2.063444e+03 1.690486e+03 1.474007e+03 1.273516e+03 1.128498e+03 1.014945e+03 9.104181e+02 8.233845e+02 7.494695e+02 6.792245e+02 6.310896e+02 5.965123e+02 5.553709e+02 5.184515e+02 4.964754e+02 4.482680e+02 4.259760e+02 3.905878e+02 3.920284e+02 3.708074e+02 3.497828e+02 3.308393e+02 3.182166e+02 3.070997e+02
0.000000e+00	8.000000e-01	3.237457e+03	1.491488e+04 7.040072e+03 4.505718e+03 3.265120e+03 2.524799e+03 2.040441e+03 1.716311e+03 1.468799e+03 1.270438e+03 1.105275e+03 9.973119e+02 8.886343e+02 8.142569e+02 7.456473e+02 6.815606e+02 6.329439e+02 5.823909e+02 5.372189e+02 5.107863e+02 4.644145e+02 4.526022e+02 4.264612e+02 4.021885e+02 3.803334e+02 3.603332e+02 3.430701e+02 3.239400e+02 2.986467e+02 3.059095e+02
0.000000e+00	9.000000e-01	3.172015e+03	1.505392e+04 7.138402e+03 4.530273e+03 3.257785e+03 2.534607e+03 2.038607e+03 1.703894e+03 1.432369e+03 1.245582e+03 1.101415e+03 9.959960e+02 8.865303e+02 7.987147e+02 7.260682e+02 6.764576e+02 6.141325e+02 5.697819e+02 5.369663e+02 4.941448e+02 4.589354e+02 4.323656e+02 4.117339e+02 3.949665e+02 3.673621e+02 3.549188e+02 3.344224e+02 3.196320e+02 3.089331e+02 2.815867e+02
